9.583445701872839173e-01,-1.381332838268338747e-01,-9.263714060778610593e-02,-2.321922498098906995e-01
8.973617648576046602e-01,4.660638251956439326e-02,-1.676390451867196540e-01,-4.055451375728355567e-01
9.129441102704050071e-01,1.236323956120495282e-01,-6.323560971980903000e-02,-3.837308170334619573e-01
8.973617648576046602e-01,4.660638251956439326e-02,-1.676390451867196540e-01,-4.055451375728355567e-01
8.461933560065482141e-01,1.292930429376866197e-01,-9.583357166618390599e-02,-5.079921651364232016e-01
8.318762606556362460e-01,2.679274965075935100e-01,-2.034032325941359520e-01,-4.413885686592090019e-01
8.830822145726802130e-01,4.048961955548948666e-01,-1.359640557207871803e-01,-1.942643783160923066e-01
9.354483614631472488e-01,2.652675128596109211e-01,-1.270720136448236504e-01,-1.960158488628889750e-01
9.129441102704050071e-01,1.236323956120495282e-01,-6.323560971980903000e-02,-3.837308170334619573e-01
9.346575254085687234e-01,2.169716870254116969e-01,-2.246642920312214020e-02,-2.807736753781212569e-01
9.354483614631472488e-01,2.652675128596109211e-01,-1.270720136448236504e-01,-1.960158488628889750e-01
8.926699321079851757e-01,4.058260209784705363e-01,-1.953910977649105096e-01,1.636923704178931682e-02
7.634490330340300002e-01,6.099758319486920932e-01,-2.051203857211424397e-01,-5.477851549207254922e-02
7.135905298463403046e-01,6.589015352589295826e-01,-2.231127707149053729e-01,-8.281312752796479715e-02
6.904909640800689363e-01,5.805657839749518434e-01,-2.699544066733203795e-01,-3.365861216969322500e-01
6.284018357377751940e-01,3.547939746554833462e-01,-2.111137327198195079e-01,-6.592900425811565324e-01
4.727039082791033575e-01,1.607727467163029278e-01,-1.739881159291578328e-01,-8.487822303314191963e-01
3.418327993918277574e-01,2.233978125914461987e-01,-1.721301324116576992e-01,-8.964457440945595712e-01
4.511878070352659531e-01,3.350701285118178330e-01,-2.876477466917795045e-01,-7.755103774837081021e-01
6.284018357377751940e-01,3.547939746554833462e-01,-2.111137327198195079e-01,-6.592900425811565324e-01
6.670482396413990323e-01,2.601291460197792116e-01,-3.069277635792673764e-01,-6.270365390681474915e-01
6.284018357377751940e-01,3.547939746554833462e-01,-2.111137327198195079e-01,-6.592900425811565324e-01
5.494906668321857257e-01,4.760787053767991939e-01,-1.127411766073142113e-01,-6.772728404773581401e-01
2.361717084298700087e-01,6.035331097397147460e-01,-1.005302617417430378e-01,-7.548936190347369513e-01
3.339761097286286784e-03,5.447454789655876706e-01,1.532603682358764929e-01,-8.244710235481712557e-01
-2.097402688288754202e-01,4.601354007179550010e-01,2.514576272402648249e-01,-8.252596526793335441e-01
-4.417382790064536824e-01,5.369351121883405575e-01,2.191900010436647062e-01,-6.844879265569180360e-01
-4.973768001524847548e-01,5.543958925080416655e-01,2.479383952971845884e-01,-6.195063076173996652e-01
-4.417382790064536824e-01,5.369351121883405575e-01,2.191900010436647062e-01,-6.844879265569180360e-01
-4.973768001524847548e-01,5.543958925080416655e-01,2.479383952971845884e-01,-6.195063076173996652e-01
-4.417382790064536824e-01,5.369351121883405575e-01,2.191900010436647062e-01,-6.844879265569180360e-01
-3.052196141048737488e-01,5.077569776531374313e-01,-1.059405858291028769e-03,-8.056194613274001437e-01
4.753141546117944927e-02,5.206442139908193933e-01,-1.054716516849098368e-01,-8.458995789530785459e-01
2.837154781926087832e-01,2.886258027210122368e-01,-1.098638597284940094e-01,-9.078163943018150439e-01
4.727039082791033575e-01,1.607727467163029278e-01,-1.739881159291578328e-01,-8.487822303314191963e-01
3.418327993918277574e-01,2.233978125914461987e-01,-1.721301324116576992e-01,-8.964457440945595712e-01
4.511878070352659531e-01,3.350701285118178330e-01,-2.876477466917795045e-01,-7.755103774837081021e-01
6.687228692601701052e-01,2.588535916662286773e-01,-2.593234236646083657e-01,-6.469589663562943516e-01
8.461933560065482141e-01,1.292930429376866197e-01,-9.583357166618390599e-02,-5.079921651364232016e-01
9.346575254085687234e-01,2.169716870254116969e-01,-2.246642920312214020e-02,-2.807736753781212569e-01
8.944485289735615297e-01,3.241045131906408194e-01,2.003808591874136902e-01,-2.340205222150473774e-01
8.417301015423015453e-01,2.412673119501862473e-01,3.284427780569472155e-01,-3.541269008196823997e-01
8.104445861043869659e-01,3.487316764647518941e-01,3.591998289715143122e-01,-3.042059722474354522e-01
8.417301015423015453e-01,2.412673119501862473e-01,3.284427780569472155e-01,-3.541269008196823997e-01
8.104445861043869659e-01,3.487316764647518941e-01,3.591998289715143122e-01,-3.042059722474354522e-01
8.944485289735615297e-01,3.241045131906408194e-01,2.003808591874136902e-01,-2.340205222150473774e-01
9.354483614631472488e-01,2.652675128596109211e-01,-1.270720136448236504e-01,-1.960158488628889750e-01
8.404007015184686846e-01,1.480212243403007388e-01,-3.870168904979158775e-01,-3.493340872308173806e-01
7.332441780814527021e-01,-6.365232670178366803e-02,-4.575984139430651632e-01,-4.989038466196622501e-01
4.958819462168104764e-01,-2.666640685794441357e-01,-6.183772781843256405e-01,-5.482708379717372571e-01
4.327678400561194572e-01,-1.648758551199713818e-01,-6.146222432046608564e-01,-6.385667131707462030e-01
4.958819462168104764e-01,-2.666640685794441357e-01,-6.183772781843256405e-01,-5.482708379717372571e-01
